location_id,source_primary_key,county_id,county_code,county_name,constituency_id,constituency_name,ward_id,ward_name,deleted,location_name_key
356,a4893f31a88c4d4caa87f88c38176c37,kitui,KTU,Kitui,kitui_central,Kitui Central,kyangwithya_west,Kyangwithya West,N,KTU_kitui_central_kyangwithya_west
357,6575693c6a324730ae3a0d4e7ac84733,kitui,KTU,Kitui,kitui_central,Kitui Central,mulango,Mulango,N,KTU_kitui_central_mulango
358,f7021eaf6a7649a0b0da5e18950e0f42,kitui,KTU,Kitui,kitui_central,Kitui Central,kyangwithya_east,Kyangwithya East,N,KTU_kitui_central_kyangwithya_east
359,01e7880289534e98b2f57bef9b45eeb5,kitui,KTU,Kitui,kitui_east,Kitui East,zombe_mwitika,Zombe/Mwitika,N,KTU_kitui_east_zombe_mwitika
360,dceb11615eff44d092d98f4ddfc089c1,kitui,KTU,Kitui,kitui_east,Kitui East,chuluni,Chuluni,N,KTU_kitui_east_chuluni
361,4f243ed9e2f84e3d9284870f228c66db,kitui,KTU,Kitui,kitui_east,Kitui East,nzambani,Nzambani,N,KTU_kitui_east_nzambani
362,3d6817d0aec04a7ca4736a9312431382,kitui,KTU,Kitui,kitui_east,Kitui East,voo_kyamatu,Voo/Kyamatu,N,KTU_kitui_east_voo_kyamatu
363,8d525455c9fe456b83c28313280ed27a,kitui,KTU,Kitui,kitui_east,Kitui East,endau_malalani,Endau/Malalani,N,KTU_kitui_east_endau_malalani
364,de66c2dc3d1b4ba3bcba141531698f10,kitui,KTU,Kitui,kitui_east,Kitui East,mutito_kaliku,Mutito/Kaliku,N,KTU_kitui_east_mutito_kaliku
365,8b0176f24a07405abf1e779b9de6ca68,kitui,KTU,Kitui,kitui_south,Kitui South,ikanga_kyatune,Ikanga/Kyatune,N,KTU_kitui_south_ikanga_kyatune
366,0423b5d5bee74e0ba3225816c1f0bed4,kitui,KTU,Kitui,kitui_south,Kitui South,mutomo,Mutomo,N,KTU_kitui_south_mutomo
367,84e44e8810534401ab5aea725629efc7,kitui,KTU,Kitui,kitui_south,Kitui South,mutha,Mutha,N,KTU_kitui_south_mutha
368,ce178536b4444104b103c7cc6c6c35ae,kitui,KTU,Kitui,kitui_south,Kitui South,ikutha,Ikutha,N,KTU_kitui_south_ikutha
369,8b6d34d91a814a1dbb1c045ab41b14d3,kitui,KTU,Kitui,kitui_south,Kitui South,kanziko,Kanziko,N,KTU_kitui_south_kanziko
370,59f790f62c514e5ba64247138d17176a,kitui,KTU,Kitui,kitui_south,Kitui South,athi,Athi,N,KTU_kitui_south_athi
371,0adbb125a5d9427bb31ba7b20ee937b6,machakos,MCK,Machakos,masinga,Masinga,kivaa,Kivaa,N,MCK_masinga_kivaa
372,a83d0c30e7ed45e396d53f4eefd8f40d,machakos,MCK,Machakos,masinga,Masinga,masinga_central,Masinga Central,N,MCK_masinga_masinga_central
373,f0bdd11f1b3040958cf0eb87b4614d1a,machakos,MCK,Machakos,masinga,Masinga,ekalakala,Ekalakala,N,MCK_masinga_ekalakala
374,ccfb0ef587ed44e2a9581910faae1792,machakos,MCK,Machakos,masinga,Masinga,muthesya,Muthesya,N,MCK_masinga_muthesya
375,153f1fb31b524cde82d3072f00fdd2db,machakos,MCK,Machakos,masinga,Masinga,ndithini,Ndithini,N,MCK_masinga_ndithini
376,fd1aeeafba734850924c087175b5cfab,machakos,MCK,Machakos,yatta,Yatta,ndalani,Ndalani,N,MCK_yatta_ndalani
377,46d6d4350dd94fc4b0487ad92d9d5df5,machakos,MCK,Machakos,yatta,Yatta,matuu,Matuu,N,MCK_yatta_matuu
378,fb0b766159614818aa4c80bcdff7fb3b,machakos,MCK,Machakos,yatta,Yatta,kithimani,Kithimani,N,MCK_yatta_kithimani
379,38e872cf4d424249b4016b52af41c2e8,machakos,MCK,Machakos,yatta,Yatta,ikombe,Ikombe,N,MCK_yatta_ikombe
380,abe50414eb3d4808b3fa687939a6c71d,machakos,MCK,Machakos,yatta,Yatta,katangi,Katangi,N,MCK_yatta_katangi
381,e76844984f9b4908bbb643151877bebd,machakos,MCK,Machakos,kangundo,Kangundo,kangundo_north,Kangundo North,N,MCK_kangundo_kangundo_north
382,d634432d2cdc44629e2d30105ceb9cff,machakos,MCK,Machakos,kangundo,Kangundo,kangundo_central,Kangundo Central,N,MCK_kangundo_kangundo_central
383,5a068cd23fa949cca5aee4a256936d3a,machakos,MCK,Machakos,kangundo,Kangundo,kangundo_east,Kangundo East,N,MCK_kangundo_kangundo_east
384,94e1873ebc1b4e2fb7b6a5a600329e74,machakos,MCK,Machakos,kangundo,Kangundo,kangundo_west,Kangundo West,N,MCK_kangundo_kangundo_west
385,26cf33c7013841568961b2b7690d5b69,machakos,MCK,Machakos,matungulu,Matungulu,tala,Tala,N,MCK_matungulu_tala
386,56cc3d54ed484925858a445b09b18534,machakos,MCK,Machakos,matungulu,Matungulu,matungulu_north,Matungulu North,N,MCK_matungulu_matungulu_north
387,ec4776d9b2f74c6ebfb329e910793260,machakos,MCK,Machakos,matungulu,Matungulu,matungulu_east,Matungulu East,N,MCK_matungulu_matungulu_east
388,e3249ef595944054bd67703eee45deb6,machakos,MCK,Machakos,matungulu,Matungulu,matungulu_west,Matungulu West,N,MCK_matungulu_matungulu_west
389,4b7b4228a88840c4846635bbdbcfc11d,machakos,MCK,Machakos,matungulu,Matungulu,kyeleni,Kyeleni,N,MCK_matungulu_kyeleni
390,a7189d40798a454c854a4c8258ebf1f6,machakos,MCK,Machakos,kathiani,Kathiani,mitaboni,Mitaboni,N,MCK_kathiani_mitaboni
391,961731e5b1cb435eb135567874317e05,machakos,MCK,Machakos,kathiani,Kathiani,kathiani_central,Kathiani Central,N,MCK_kathiani_kathiani_central
392,3015973984364e18b55b202ed061341e,machakos,MCK,Machakos,kathiani,Kathiani,upper_kaewa_iveti,Upper Kaewa/Iveti,N,MCK_kathiani_upper_kaewa_iveti
393,74971c08715f4693b29c0d0312f778ac,machakos,MCK,Machakos,kathiani,Kathiani,lower_kaewa_kaani,Lower Kaewa/Kaani,N,MCK_kathiani_lower_kaewa_kaani
394,06772d619ad04505b1fd1fd81972392f,machakos,MCK,Machakos,mavoko,Mavoko,athi_river,Athi River,N,MCK_mavoko_athi_river
395,33ec868f25d94174b317d181a4d153b6,machakos,MCK,Machakos,mavoko,Mavoko,kinanie,Kinanie,N,MCK_mavoko_kinanie
396,8a66d8f570c446fc9dda8754e58ea1e5,machakos,MCK,Machakos,mavoko,Mavoko,muthwani,Muthwani,N,MCK_mavoko_muthwani
397,75fd3240e01e472dbb646a5b7750fb55,machakos,MCK,Machakos,mavoko,Mavoko,syokimau_mulolongo,Syokimau/Mulolongo,N,MCK_mavoko_syokimau_mulolongo
398,a373b3efe3d24ab28bd60ea0876ac559,machakos,MCK,Machakos,machakos_town,Machakos Town,kalama,Kalama,N,MCK_machakos_town_kalama
399,cbe60959cbbd494ba16106a02dcb1179,machakos,MCK,Machakos,machakos_town,Machakos Town,mua,Mua,N,MCK_machakos_town_mua
400,4f539e035b1f490d97378351150eb97a,machakos,MCK,Machakos,machakos_town,Machakos Town,mutituni,Mutituni,N,MCK_machakos_town_mutituni
401,8878160a71e54b87bc054c885d2c1614,machakos,MCK,Machakos,machakos_town,Machakos Town,machakos_central,Machakos Central,N,MCK_machakos_town_machakos_central
402,bcf4a0287b9a46dda7524c0947a3bd66,machakos,MCK,Machakos,machakos_town,Machakos Town,mumbuni_north,Mumbuni North,N,MCK_machakos_town_mumbuni_north
403,31690d6a914e4f19b7ccabdb76c5e13b,machakos,MCK,Machakos,machakos_town,Machakos Town,muvuti_kiima-kimwe,Muvuti/Kiima-Kimwe,N,MCK_machakos_town_muvuti_kiima-kimwe
404,9ce9b86638ae4847ba476bd9696cdabf,machakos,MCK,Machakos,machakos_town,Machakos Town,kola,Kola,N,MCK_machakos_town_kola
405,b7eb9cb24237443a91221645f9875386,machakos,MCK,Machakos,mwala,Mwala,mbiuni,Mbiuni,N,MCK_mwala_mbiuni
406,342ad883f8964f449eae00dd5e40c8bb,machakos,MCK,Machakos,mwala,Mwala,makutano__mwala,Makutano/ Mwala,N,MCK_mwala_makutano__mwala
408,be1cafbd511b495c94be97d82d08bfb5,machakos,MCK,Machakos,mwala,Mwala,muthetheni,Muthetheni,N,MCK_mwala_muthetheni
409,0af44542d67642628e05ecdcbfbbc841,machakos,MCK,Machakos,mwala,Mwala,wamunyu,Wamunyu,N,MCK_mwala_wamunyu
410,57bf76465ed94420b158367c052f0fdc,machakos,MCK,Machakos,mwala,Mwala,kibauni,Kibauni,N,MCK_mwala_kibauni
411,ccea1d1e306046f98dae10ea81c18787,makueni,MKN,Makueni,mbooni,Mbooni,tulimani,Tulimani,N,MKN_mbooni_tulimani
412,a57f93dbf62b4e2ab2722a137629abec,makueni,MKN,Makueni,mbooni,Mbooni,mbooni,Mbooni,N,MKN_mbooni_mbooni
413,cca26fd2cf974d5a916c66a5d98f2e24,makueni,MKN,Makueni,mbooni,Mbooni,kithungo_kitundu,Kithungo/Kitundu,N,MKN_mbooni_kithungo_kitundu
414,42dbdf7d67014508bcb16b0bc3267d5e,makueni,MKN,Makueni,mbooni,Mbooni,kisau_kiteta,Kisau/Kiteta,N,MKN_mbooni_kisau_kiteta
415,0ca85f34a3e7446c8d3a20d0cab2dff7,makueni,MKN,Makueni,mbooni,Mbooni,waia_kako,Waia/Kako,N,MKN_mbooni_waia_kako
416,0da8713ad08640a493c663dea06c08d0,makueni,MKN,Makueni,mbooni,Mbooni,kalawa,Kalawa,N,MKN_mbooni_kalawa
417,add52a40f2bd47c89908280de3c4f2eb,makueni,MKN,Makueni,kilome,Kilome,kasikeu,Kasikeu,N,MKN_kilome_kasikeu
418,347f4f7ace1c46dca439aed5e4a92c0c,makueni,MKN,Makueni,kilome,Kilome,mukaa,Mukaa,N,MKN_kilome_mukaa
419,7454989259e1472a8d1967f206aa2da3,makueni,MKN,Makueni,kilome,Kilome,kiima_kiu_kalanzoni,Kiima Kiu/Kalanzoni,N,MKN_kilome_kiima_kiu_kalanzoni
420,1e8b3fe060e5469a8abdfdf0ad116b3a,makueni,MKN,Makueni,kaiti,Kaiti,ukia,Ukia,N,MKN_kaiti_ukia
421,fbd63ef305534d758a4ec0f336ff80c7,makueni,MKN,Makueni,kaiti,Kaiti,kee,Kee,N,MKN_kaiti_kee
422,a76bc486f57d48829e1a7c834091960c,makueni,MKN,Makueni,kaiti,Kaiti,kilungu,Kilungu,N,MKN_kaiti_kilungu
423,6a6dea3ad60f478d9ea273e4739c3003,makueni,MKN,Makueni,kaiti,Kaiti,ilima,Ilima,N,MKN_kaiti_ilima
424,9341472b0e62460ca77d02c109b87cf4,makueni,MKN,Makueni,makueni,Makueni,wote,Wote,N,MKN_makueni_wote
425,bf81bccc8cfd435eb3f87f035925abfa,makueni,MKN,Makueni,makueni,Makueni,muvau_kikuumini,Muvau/Kikuumini,N,MKN_makueni_muvau_kikuumini
426,464f138a27ec4f2dada23d4b59ebd813,makueni,MKN,Makueni,makueni,Makueni,mavindini,Mavindini,N,MKN_makueni_mavindini
427,591774ad03474717955827c530be2b62,makueni,MKN,Makueni,makueni,Makueni,kitise_kithuki,Kitise/Kithuki,N,MKN_makueni_kitise_kithuki
428,ea38076f8c4f42abaa83a0d19c71d868,makueni,MKN,Makueni,makueni,Makueni,kathonzweni,Kathonzweni,N,MKN_makueni_kathonzweni
429,072b183a7ddf445ab6cbf5a898e6acde,makueni,MKN,Makueni,makueni,Makueni,nzaui_kilili_kalamba,Nzaui/Kilili/Kalamba,N,MKN_makueni_nzaui_kilili_kalamba
430,d27f07929b3741c4aa7517eda497473e,makueni,MKN,Makueni,makueni,Makueni,mbitini,Mbitini,N,MKN_makueni_mbitini
431,563f4562455d450280df28aeb1f288e1,makueni,MKN,Makueni,kibwezi_west,Kibwezi West,makindu,Makindu,N,MKN_kibwezi_west_makindu
432,09d0c74e082146d0bee1ba9e7e741bf0,makueni,MKN,Makueni,kibwezi_west,Kibwezi West,nguumo,Nguumo,N,MKN_kibwezi_west_nguumo
433,88ccd8d94d2f4b808d57e3f7bc33ce0a,makueni,MKN,Makueni,kibwezi_west,Kibwezi West,kikumbulyu_north,Kikumbulyu North,N,MKN_kibwezi_west_kikumbulyu_north
434,a799dd3d68284ac2aa6369dc4e9008a2,makueni,MKN,Makueni,kibwezi_west,Kibwezi West,kikumbulyu_south,Kikumbulyu South,N,MKN_kibwezi_west_kikumbulyu_south
435,fad7e1d64faa4e5b8a3e79cebb5e10fd,makueni,MKN,Makueni,kibwezi_west,Kibwezi West,nguu_masumba,Nguu/Masumba,N,MKN_kibwezi_west_nguu_masumba
436,ec5aa99f03bb4e5bb4f7f2c0fb7831f9,makueni,MKN,Makueni,kibwezi_west,Kibwezi West,emali_mulala,Emali/Mulala,N,MKN_kibwezi_west_emali_mulala
437,960909535650468e809bf66b3ede2d9c,makueni,MKN,Makueni,kibwezi_east,Kibwezi East,masongaleni,Masongaleni,N,MKN_kibwezi_east_masongaleni
438,c86937a01dd9463c99dca2265e8f1ad5,makueni,MKN,Makueni,kibwezi_east,Kibwezi East,mtito_andei,Mtito Andei,N,MKN_kibwezi_east_mtito_andei
439,6f633df89ee74d8abff49ab794b83beb,makueni,MKN,Makueni,kibwezi_east,Kibwezi East,thange,Thange,N,MKN_kibwezi_east_thange
440,2fcfce2aa23149f5a8a5ebde04ffad02,makueni,MKN,Makueni,kibwezi_east,Kibwezi East,ivingoni_nzambani,Ivingoni/Nzambani,N,MKN_kibwezi_east_ivingoni_nzambani
441,d025992626f644e9905481b43f475466,nyandarua,NDR,Nyandarua,kinangop,Kinangop,engineer,Engineer,N,NDR_kinangop_engineer
442,4bafee4725e644c99eb6aadbac74c0c4,nyandarua,NDR,Nyandarua,kinangop,Kinangop,gathara,Gathara,N,NDR_kinangop_gathara
443,e4051ab8ee7246aab6073386b927fde1,nyandarua,NDR,Nyandarua,kinangop,Kinangop,north_kinangop,North Kinangop,N,NDR_kinangop_north_kinangop
444,5e973c6ace454356b7bb5863456219e8,nyandarua,NDR,Nyandarua,kinangop,Kinangop,murungaru,Murungaru,N,NDR_kinangop_murungaru
445,25dfa40034f041e69d7aa3cfa3040bba,nyandarua,NDR,Nyandarua,kinangop,Kinangop,njabini\kiburu,Njabini\Kiburu,N,NDR_kinangop_njabini\kiburu
446,6a6ab2a703a74972bc9a6ec4a0e64752,nyandarua,NDR,Nyandarua,kinangop,Kinangop,nyakio,Nyakio,N,NDR_kinangop_nyakio
447,2b2c7a3ecdbe410e85e95439f14babc5,nyandarua,NDR,Nyandarua,kinangop,Kinangop,githabai,Githabai,N,NDR_kinangop_githabai
448,a96ea5332f53474fb8e8f635661e1b29,nyandarua,NDR,Nyandarua,kinangop,Kinangop,magumu,Magumu,N,NDR_kinangop_magumu
449,672d85a0f9dd4159a0fdeb052d616d46,nyandarua,NDR,Nyandarua,kipipiri,Kipipiri,wanjohi,Wanjohi,N,NDR_kipipiri_wanjohi
450,fdd1690b2b0c44eb9ad8b8d90cd528d6,nyandarua,NDR,Nyandarua,kipipiri,Kipipiri,kipipiri,Kipipiri,N,NDR_kipipiri_kipipiri
451,1096a6908bfb4a1e91b91e45e94d18e1,nyandarua,NDR,Nyandarua,kipipiri,Kipipiri,geta,Geta,N,NDR_kipipiri_geta
452,aa1784d292c14806a7d259bca167aafa,nyandarua,NDR,Nyandarua,kipipiri,Kipipiri,githioro,Githioro,N,NDR_kipipiri_githioro
453,442a2a9db1704af0a2d8cd08162976de,nyandarua,NDR,Nyandarua,ol_kalou,Ol Kalou,karau,Karau,N,NDR_ol_kalou_karau
454,81bc4a613cb74e74aba9c81826f608fd,nyandarua,NDR,Nyandarua,ol_kalou,Ol Kalou,kanjuiri_ridge,Kanjuiri Ridge,N,NDR_ol_kalou_kanjuiri_ridge
455,c470bc18f93d488ca5e6f336ef9291b6,nyandarua,NDR,Nyandarua,ol_kalou,Ol Kalou,mirangine,Mirangine,N,NDR_ol_kalou_mirangine
456,1cf3434637d04f3498b10b912f9885c3,nyandarua,NDR,Nyandarua,ol_kalou,Ol Kalou,kaimbaga,Kaimbaga,N,NDR_ol_kalou_kaimbaga
457,493c1c09c7d64985be58d55b363e8e1d,nyandarua,NDR,Nyandarua,ol_kalou,Ol Kalou,rurii,Rurii,N,NDR_ol_kalou_rurii
458,37627c039b8a484bb99127daf6f9ea00,nyandarua,NDR,Nyandarua,ol_jorok,Ol Jorok,gathanji,Gathanji,N,NDR_ol_jorok_gathanji
459,bf314d918a22405584b52ba76e112f07,nyandarua,NDR,Nyandarua,ol_jorok,Ol Jorok,gatimu,Gatimu,N,NDR_ol_jorok_gatimu
460,591e42335daf4effa09ce2f931b4686c,nyandarua,NDR,Nyandarua,ol_jorok,Ol Jorok,weru,Weru,N,NDR_ol_jorok_weru
461,4b54f542b3a4460782a018d17856d551,nyandarua,NDR,Nyandarua,ol_jorok,Ol Jorok,charagita,Charagita,N,NDR_ol_jorok_charagita
462,b00d7d6491854b68816e3dfb79cf0e09,nyandarua,NDR,Nyandarua,ndaragwa,Ndaragwa,leshau_pondo,Leshau Pondo,N,NDR_ndaragwa_leshau_pondo
463,c55f1934a0c041cb995ae82aafebcb05,nyandarua,NDR,Nyandarua,ndaragwa,Ndaragwa,kiriita,Kiriita,N,NDR_ndaragwa_kiriita
464,add8509faf7442eb90de3a4d3f88d3a2,nyandarua,NDR,Nyandarua,ndaragwa,Ndaragwa,central,Central,N,NDR_ndaragwa_central
465,6c46ac4cfe9447d3bd8e606e56450d43,nyandarua,NDR,Nyandarua,ndaragwa,Ndaragwa,shamata,Shamata,N,NDR_ndaragwa_shamata
466,7e7a837a49d14c52b28a073eb3a9eec4,nyeri,NYR,Nyeri,tetu,Tetu,dedan_kimanthi,Dedan Kimanthi,N,NYR_tetu_dedan_kimanthi
467,f6e4916f16214aa5b8a06ce2492690c4,nyeri,NYR,Nyeri,tetu,Tetu,wamagana,Wamagana,N,NYR_tetu_wamagana
468,40123c577bb348a9876135b8b2087286,nyeri,NYR,Nyeri,tetu,Tetu,aguthi_gaaki,Aguthi/Gaaki,N,NYR_tetu_aguthi_gaaki
469,b194d832222143888fed0de356a29211,nyeri,NYR,Nyeri,kieni,Kieni,mweiga,Mweiga,N,NYR_kieni_mweiga
470,ec6c9cb5707e47e1b12c7e25dbe39ab0,nyeri,NYR,Nyeri,kieni,Kieni,naromoru_kiamathaga,Naromoru Kiamathaga,N,NYR_kieni_naromoru_kiamathaga
471,0ba9e5473f9a452393908f2f20a4f52c,nyeri,NYR,Nyeri,kieni,Kieni,mwiyogo_endarasha,Mwiyogo/Endarasha,N,NYR_kieni_mwiyogo_endarasha
472,72e5b7eb855a438ea4317a2c52d61625,nyeri,NYR,Nyeri,kieni,Kieni,mugunda,Mugunda,N,NYR_kieni_mugunda
473,bca344707b74410cbd22dd88779d49ec,nyeri,NYR,Nyeri,kieni,Kieni,gatarakwa,Gatarakwa,N,NYR_kieni_gatarakwa
474,ed44925b289140bf946582327ebc2a6a,nyeri,NYR,Nyeri,kieni,Kieni,thegu_river,Thegu River,N,NYR_kieni_thegu_river
475,1bed30c679fb40549a08ddbf4bd3c540,nyeri,NYR,Nyeri,kieni,Kieni,kabaru,Kabaru,N,NYR_kieni_kabaru
476,0e6b556924bd442aa89d7d034cdfcaa7,nyeri,NYR,Nyeri,kieni,Kieni,gakawa,Gakawa,N,NYR_kieni_gakawa
477,b193fb5104784ddea8988286f04c48e3,nyeri,NYR,Nyeri,mathira,Mathira,ruguru,Ruguru,N,NYR_mathira_ruguru
478,b69696a33dd74678ac94bc2ee3ad4d1f,nyeri,NYR,Nyeri,mathira,Mathira,magutu,Magutu,N,NYR_mathira_magutu
479,30c0e216ab624047967b65edbc98e80f,nyeri,NYR,Nyeri,mathira,Mathira,iriaini,Iriaini,N,NYR_mathira_iriaini
480,6afe010c68364b5ba6672d66ae0318e2,nyeri,NYR,Nyeri,mathira,Mathira,konyu,Konyu,N,NYR_mathira_konyu
481,31df76198c684cd7bf2b7858534ad5a4,nyeri,NYR,Nyeri,mathira,Mathira,kirimukuyu,Kirimukuyu,N,NYR_mathira_kirimukuyu
482,b972e5955a3a4dcabcc99cd54a79e276,nyeri,NYR,Nyeri,mathira,Mathira,karatina_town,Karatina Town,N,NYR_mathira_karatina_town
483,3bce846dad664515be1a84e7d4edde6b,nyeri,NYR,Nyeri,othaya,Othaya,mahiga,Mahiga,N,NYR_othaya_mahiga
484,bd0578c546974331b697e1fc4519dbb6,nyeri,NYR,Nyeri,othaya,Othaya,iria-ini,Iria-Ini,N,NYR_othaya_iria-ini
485,171c4e1d87ce40e48b9a4ca38cc5f520,nyeri,NYR,Nyeri,othaya,Othaya,chinga,Chinga,N,NYR_othaya_chinga
486,ee623ce6c33344abb1af76ff1ae2b209,nyeri,NYR,Nyeri,othaya,Othaya,karima,Karima,N,NYR_othaya_karima
487,e34d871d79ad4ce58c9ff164acd8de49,nyeri,NYR,Nyeri,mukurweini,Mukurweini,gikondi,Gikondi,N,NYR_mukurweini_gikondi
488,87f53bac47b446a2be777a9f877fa8b0,nyeri,NYR,Nyeri,mukurweini,Mukurweini,rugi,Rugi,N,NYR_mukurweini_rugi
489,a18717fa00a844e2adacc08be16c9083,nyeri,NYR,Nyeri,mukurweini,Mukurweini,mukurwe-ini_west,Mukurwe-Ini West,N,NYR_mukurweini_mukurwe-ini_west
490,b6bab07b26a24a3cb1375db05830fd29,nyeri,NYR,Nyeri,mukurweini,Mukurweini,mukurwe-ini_central,Mukurwe-Ini Central,N,NYR_mukurweini_mukurwe-ini_central
491,bf51d6a84cdd4b4e83c9c7bf9d46e4b0,nyeri,NYR,Nyeri,nyeri_town,Nyeri Town,kiganjo_mathari,Kiganjo/Mathari,N,NYR_nyeri_town_kiganjo_mathari
492,31e5c6bcdcd04a2aa30eab514eca3647,nyeri,NYR,Nyeri,nyeri_town,Nyeri Town,rware,Rware,N,NYR_nyeri_town_rware
493,bbfd8f0c67714bb2ae018d9c9cb1d770,nyeri,NYR,Nyeri,nyeri_town,Nyeri Town,gatitu_muruguru,Gatitu/Muruguru,N,NYR_nyeri_town_gatitu_muruguru
494,621a896350c844eeadd1d307a1723d6f,nyeri,NYR,Nyeri,nyeri_town,Nyeri Town,ruringu,RuringU,N,NYR_nyeri_town_ruringu
495,9a9eab4e5fe24f549e6b5fb2ca4200c0,nyeri,NYR,Nyeri,nyeri_town,Nyeri Town,kamakwa_mukaro,Kamakwa/Mukaro,N,NYR_nyeri_town_kamakwa_mukaro
496,b1f8768e1853459bbe9d2bff857471ed,kirinyaga,KRG,Kirinyaga,mwea,Mwea,mutithi,Mutithi,N,KRG_mwea_mutithi
497,30a6ed19e31340f9a3fdc59105f3625d,kirinyaga,KRG,Kirinyaga,mwea,Mwea,kangai,Kangai,N,KRG_mwea_kangai
498,57823d13346c4fa9ba34cec5bc44d3e1,kirinyaga,KRG,Kirinyaga,mwea,Mwea,thiba,Thiba,N,KRG_mwea_thiba
499,c34830acf66046beae8520663a19251d,kirinyaga,KRG,Kirinyaga,mwea,Mwea,wamumu,Wamumu,N,KRG_mwea_wamumu
500,1aaa2c1081594d4580fd60366226c529,kirinyaga,KRG,Kirinyaga,mwea,Mwea,nyangati,Nyangati,N,KRG_mwea_nyangati
501,d57cff1f08884dd78fdf1745beb24228,kirinyaga,KRG,Kirinyaga,mwea,Mwea,murinduko,Murinduko,N,KRG_mwea_murinduko
502,b8d115e9345f485aab60642efa1dd365,kirinyaga,KRG,Kirinyaga,mwea,Mwea,gathigiriri,Gathigiriri,N,KRG_mwea_gathigiriri
503,62b78e3b2f3947d9b2cc57bd073cf3c9,kirinyaga,KRG,Kirinyaga,mwea,Mwea,tebere,Tebere,N,KRG_mwea_tebere
504,5aa709879f704b2ea6938d6a76a19c45,kirinyaga,KRG,Kirinyaga,gichugu,Gichugu,kabare,Kabare,N,KRG_gichugu_kabare
505,83a0e93990df42b98628964bf2fc1831,kirinyaga,KRG,Kirinyaga,gichugu,Gichugu,baragwi,Baragwi,N,KRG_gichugu_baragwi
506,831f3369a0de4abc930ff1a6825a4d93,kirinyaga,KRG,Kirinyaga,gichugu,Gichugu,njukiini,Njukiini,N,KRG_gichugu_njukiini
507,438cfe491b1b4bfc9e614cc26280fb6c,kirinyaga,KRG,Kirinyaga,gichugu,Gichugu,ngariama,Ngariama,N,KRG_gichugu_ngariama
508,d04ec6d5fee64e149caaedf2e025076e,kirinyaga,KRG,Kirinyaga,gichugu,Gichugu,karumandi,Karumandi,N,KRG_gichugu_karumandi
509,4f3662e83e6c4982aad81131defccb09,kirinyaga,KRG,Kirinyaga,ndia,Ndia,mukure,Mukure,N,KRG_ndia_mukure
510,7d887a909dc1470a88dd3616737c5b78,kirinyaga,KRG,Kirinyaga,ndia,Ndia,kiine,Kiine,N,KRG_ndia_kiine
511,03ef743b6ff84b119d85ac21edc450a9,kirinyaga,KRG,Kirinyaga,ndia,Ndia,kariti,Kariti,N,KRG_ndia_kariti
512,9afa4565e4f7478abdd31090f74be83f,kirinyaga,KRG,Kirinyaga,kirinyaga_central,Kirinyaga Central,mutira,Mutira,N,KRG_kirinyaga_central_mutira
513,01d2946337524a2197fafcdd4b44313b,kirinyaga,KRG,Kirinyaga,kirinyaga_central,Kirinyaga Central,kanyeki-ini,Kanyeki-Ini,N,KRG_kirinyaga_central_kanyeki-ini
514,0fa72718893a49d6ae088dc762756618,kirinyaga,KRG,Kirinyaga,kirinyaga_central,Kirinyaga Central,kerugoya,Kerugoya,N,KRG_kirinyaga_central_kerugoya
515,fed9b6b9aae74ba5a8ea93fdeb065ca8,kirinyaga,KRG,Kirinyaga,kirinyaga_central,Kirinyaga Central,inoi,Inoi,N,KRG_kirinyaga_central_inoi
516,3f95288224aa4fc8ac8ccde29ca74491,muranga,MRG,MurangA,kangema,Kangema,kanyenyaini,Kanyenyaini,N,MRG_kangema_kanyenyaini
517,74a5c51b9b444feb9e364ecb9bff54db,muranga,MRG,MurangA,kangema,Kangema,muguru,Muguru,N,MRG_kangema_muguru
518,1af58a6595674e5993489bb2cf5e2318,muranga,MRG,MurangA,kangema,Kangema,rwathia,Rwathia,N,MRG_kangema_rwathia
519,58d87499d18d4f6395421d36d8c547f5,muranga,MRG,MurangA,mathioya,Mathioya,gitugi,Gitugi,N,MRG_mathioya_gitugi
520,c99a23c8abbb44e282334a9ae75ef656,muranga,MRG,MurangA,mathioya,Mathioya,kiru,Kiru,N,MRG_mathioya_kiru
521,a4a43cf742ed46ac813651147d0ada96,muranga,MRG,MurangA,mathioya,Mathioya,kamacharia,Kamacharia,N,MRG_mathioya_kamacharia
522,cb130d8d0b66462db414b1104f5ee9bc,muranga,MRG,MurangA,kiharu,Kiharu,wangu,Wangu,N,MRG_kiharu_wangu
523,89c18c0933d94e9dbbc9ad81049b4a9b,muranga,MRG,MurangA,kiharu,Kiharu,mugoiri,Mugoiri,N,MRG_kiharu_mugoiri
524,940973b3ecb64678bd90094e69ffb332,muranga,MRG,MurangA,kiharu,Kiharu,mbiri,Mbiri,N,MRG_kiharu_mbiri
525,686b88c125ba4c82b58c700e1b8fbed9,muranga,MRG,MurangA,kiharu,Kiharu,township,Township,N,MRG_kiharu_township
526,6ef22ed8f1344865982931568566b767,muranga,MRG,MurangA,kiharu,Kiharu,murarandia,Murarandia,N,MRG_kiharu_murarandia
527,2e8b21e11ccc4a9d89c04cb75a438840,muranga,MRG,MurangA,kiharu,Kiharu,gaturi,Gaturi,N,MRG_kiharu_gaturi
528,c128b5a70e6c49d785682692cc4289a0,muranga,MRG,MurangA,kigumo,Kigumo,kahumbu,Kahumbu,N,MRG_kigumo_kahumbu
