location_id,source_primary_key,county_id,county_code,county_name,constituency_id,constituency_name,ward_id,ward_name,deleted,location_name_key
181,c4a2568c5f24421cbef2805a039f0730,wajir,WJR,Wajir,eldas,Eldas,della,Della,N,WJR_eldas_della
182,3ccd3987ce5d45c69ac44a3dc4b39f61,wajir,WJR,Wajir,eldas,Eldas,lakoley_south_basir,Lakoley South/Basir,N,WJR_eldas_lakoley_south_basir
183,dc1272cde93345b6a42e007214d7ec39,wajir,WJR,Wajir,eldas,Eldas,elnur_tula_tula,Elnur/Tula Tula,N,WJR_eldas_elnur_tula_tula
184,3390f50ba3ed4c87a65a0ca63f552b91,wajir,WJR,Wajir,wajir_south,Wajir South,benane,Benane,N,WJR_wajir_south_benane
185,d8974a7f08534cf09b4d44f87965cf89,wajir,WJR,Wajir,wajir_south,Wajir South,burder,Burder,N,WJR_wajir_south_burder
186,f959d3a3926046abbb715dc16ee83a49,wajir,WJR,Wajir,wajir_south,Wajir South,dadaja_bulla,Dadaja Bulla,N,WJR_wajir_south_dadaja_bulla
187,ecec845b79724931b62d082c6ec268cd,wajir,WJR,Wajir,wajir_south,Wajir South,habasswein,Habasswein,N,WJR_wajir_south_habasswein
188,af36fd33698544d88c20052401efb7ea,wajir,WJR,Wajir,wajir_south,Wajir South,lagboghol_south,Lagboghol South,N,WJR_wajir_south_lagboghol_south
189,d0cb0c820dd94efd87974bfa26d32d86,wajir,WJR,Wajir,wajir_south,Wajir South,ibrahim_ure,Ibrahim Ure,N,WJR_wajir_south_ibrahim_ure
190,88103f14e1a2452ba3aca5081a08b578,wajir,WJR,Wajir,wajir_south,Wajir South,diif,Diif,N,WJR_wajir_south_diif
191,c16627673dae4e3c955e37954b9afd6c,mandera,MDR,Mandera,mandera_west,Mandera West,takaba_south,Takaba South,N,MDR_mandera_west_takaba_south
192,e9171bb9f7264e18ba99da05bd4bf7c4,mandera,MDR,Mandera,mandera_west,Mandera West,takaba,Takaba,N,MDR_mandera_west_takaba
193,6c0016de01e2461b874bcfa6e525dac2,mandera,MDR,Mandera,mandera_west,Mandera West,lag_sure,Lag Sure,N,MDR_mandera_west_lag_sure
194,6f0137c4847d42faba39885a40a6ee2d,mandera,MDR,Mandera,mandera_west,Mandera West,dandu,Dandu,N,MDR_mandera_west_dandu
195,fc3b9f29f9bb43b589d391ed0d03d167,mandera,MDR,Mandera,mandera_west,Mandera West,gither,Gither,N,MDR_mandera_west_gither
196,6e1643a15b42463eba540e7fc7727d4a,mandera,MDR,Mandera,banissa,Banissa,banissa,Banissa,N,MDR_banissa_banissa
197,52bb199da06b4358bd1b047f9fa1a379,mandera,MDR,Mandera,banissa,Banissa,derkhale,Derkhale,N,MDR_banissa_derkhale
198,5fa2c28445c647d3a7630235c6eac547,mandera,MDR,Mandera,banissa,Banissa,guba,Guba,N,MDR_banissa_guba
199,d29cf8a43e4c41a893bbc9eb5c366ec2,mandera,MDR,Mandera,banissa,Banissa,malkamari,Malkamari,N,MDR_banissa_malkamari
200,f5af8a73f8594bcfbdd20b37cea226ec,mandera,MDR,Mandera,banissa,Banissa,kiliwehiri,Kiliwehiri,N,MDR_banissa_kiliwehiri
201,0ab590d909744352b7e601abc07e553d,mandera,MDR,Mandera,mandera_north,Mandera North,ashabito,Ashabito,N,MDR_mandera_north_ashabito
202,5c41b53648f44e0897c7b65847c66965,mandera,MDR,Mandera,mandera_north,Mandera North,guticha,Guticha,N,MDR_mandera_north_guticha
203,06ca1b33b3c94b1088aee080f4e1ffe3,mandera,MDR,Mandera,mandera_north,Mandera North,morothile,Morothile,N,MDR_mandera_north_morothile
204,3287ceeb9723445597a89cdc78569b5c,mandera,MDR,Mandera,mandera_north,Mandera North,rhamu,Rhamu,N,MDR_mandera_north_rhamu
205,bd6ac3542fe94a7e8cb80031fb5a82de,mandera,MDR,Mandera,mandera_north,Mandera North,rhamu-dimtu,Rhamu-Dimtu,N,MDR_mandera_north_rhamu-dimtu
206,db760959ce4d4d5aae5b82d642e20dc8,mandera,MDR,Mandera,mandera_south,Mandera South,wargudud,Wargudud,N,MDR_mandera_south_wargudud
207,7a1a8fe3910f452faf9a1af416173974,mandera,MDR,Mandera,mandera_south,Mandera South,kutulo,Kutulo,N,MDR_mandera_south_kutulo
208,52aaa8ff685747589b659d76358a4c36,mandera,MDR,Mandera,mandera_south,Mandera South,elwak_south,Elwak South,N,MDR_mandera_south_elwak_south
209,894c95201a6948e4bd03e4a454ac25f9,mandera,MDR,Mandera,mandera_south,Mandera South,elwak_north,Elwak North,N,MDR_mandera_south_elwak_north
210,5d75b8a7e7f540c289b0fb1f523c53c0,mandera,MDR,Mandera,mandera_south,Mandera South,shimbir_fatuma,Shimbir Fatuma,N,MDR_mandera_south_shimbir_fatuma
211,90112f547bcf4d7ca74acd30aaaef62d,mandera,MDR,Mandera,mandera_east,Mandera East,arabia,Arabia,N,MDR_mandera_east_arabia
212,b8f01f85459445a2866b802da7ead698,mandera,MDR,Mandera,mandera_east,Mandera East,bulla_mpya,Bulla Mpya,N,MDR_mandera_east_bulla_mpya
213,a6b5dd7e6a544dce8617ee8136952374,mandera,MDR,Mandera,mandera_east,Mandera East,khalalio,Khalalio,N,MDR_mandera_east_khalalio
214,f7748cc26ddd4dd4b65a2fb6db8afa56,mandera,MDR,Mandera,mandera_east,Mandera East,neboi,Neboi,N,MDR_mandera_east_neboi
215,15318ecf27434a74a054857548be24eb,mandera,MDR,Mandera,mandera_east,Mandera East,township,Township,N,MDR_mandera_east_township
216,1c3bcfe1e4584e8c851e829d35f64697,mandera,MDR,Mandera,lafey,Lafey,libehia,Libehia,N,MDR_lafey_libehia
217,4af07966e21841eb9d3484f5883a57da,mandera,MDR,Mandera,lafey,Lafey,fino,Fino,N,MDR_lafey_fino
218,e790c650655c40208cb48db58be12a1f,mandera,MDR,Mandera,lafey,Lafey,lafey,Lafey,N,MDR_lafey_lafey
219,bcc27eccbd6f4627a47015d160f57456,mandera,MDR,Mandera,lafey,Lafey,warankara,Warankara,N,MDR_lafey_warankara
220,8beeb7b19a84414fad1d3d056bc4cd4c,mandera,MDR,Mandera,lafey,Lafey,alungo_gof,Alungo Gof,N,MDR_lafey_alungo_gof
221,0c5565c085114b46af981217fddd89e7,marsabit,MRS,Marsabit,moyale,Moyale,butiye,Butiye,N,MRS_moyale_butiye
222,9fc112eaf647415091bb02e5450e1320,marsabit,MRS,Marsabit,moyale,Moyale,sololo,Sololo,N,MRS_moyale_sololo
223,6094167641fd4dbfba310307d56ec46e,marsabit,MRS,Marsabit,moyale,Moyale,heilu-manyatta,Heilu-Manyatta,N,MRS_moyale_heilu-manyatta
224,068ed49f00c1449db414b3bd02962c4e,marsabit,MRS,Marsabit,moyale,Moyale,golbo,Golbo,N,MRS_moyale_golbo
225,1e49a43fa59346be9a315727f5ec5593,marsabit,MRS,Marsabit,moyale,Moyale,moyale_township,Moyale Township,N,MRS_moyale_moyale_township
226,d25db321e2834e828e4f773c9a20cfc5,marsabit,MRS,Marsabit,moyale,Moyale,uran,Uran,N,MRS_moyale_uran
227,f90fb32d20d443e08ad693f365149755,marsabit,MRS,Marsabit,moyale,Moyale,obbu,Obbu,N,MRS_moyale_obbu
228,33aecba21061443c96adf5fe2de0a4b7,marsabit,MRS,Marsabit,north_horr,North Horr,illeret,Illeret,N,MRS_north_horr_illeret
229,dcba5aa4c8994a79b8325696811c505a,marsabit,MRS,Marsabit,north_horr,North Horr,north_horr,North Horr,N,MRS_north_horr_north_horr
230,601b82e29a6143188198ccf9e94528a6,marsabit,MRS,Marsabit,north_horr,North Horr,dukana,Dukana,N,MRS_north_horr_dukana
231,964dc31ca9a34f6dbd1cfe8fded03d89,marsabit,MRS,Marsabit,north_horr,North Horr,maikona,Maikona,N,MRS_north_horr_maikona
232,f618158fd6b14118b1fc6884481bc0cc,marsabit,MRS,Marsabit,north_horr,North Horr,turbi,Turbi,N,MRS_north_horr_turbi
233,102341a4d90440a1a02ce45a0164408f,marsabit,MRS,Marsabit,saku,Saku,sagante_jaldesa,Sagante/Jaldesa,N,MRS_saku_sagante_jaldesa
234,1e00a8b26b704fd8b5fc6df9c7124b1f,marsabit,MRS,Marsabit,saku,Saku,karare,Karare,N,MRS_saku_karare
235,289916abd5c3446387958be8d55cf91a,marsabit,MRS,Marsabit,saku,Saku,marsabit_central,Marsabit Central,N,MRS_saku_marsabit_central
236,c0e4aebea4254d4f9a8d79c0c8ccfa33,marsabit,MRS,Marsabit,laisamis,Laisamis,loiyangalani,Loiyangalani,N,MRS_laisamis_loiyangalani
237,f2ed01aaeb294d8cb435db268b04347c,marsabit,MRS,Marsabit,laisamis,Laisamis,kargi_south_horr,Kargi/South Horr,N,MRS_laisamis_kargi_south_horr
238,fc63fee0eec54391837cbd223ae11eaf,marsabit,MRS,Marsabit,laisamis,Laisamis,korr_ngurunit,Korr/Ngurunit,N,MRS_laisamis_korr_ngurunit
239,891c199f2d8143ff8febe145945ff724,marsabit,MRS,Marsabit,laisamis,Laisamis,log_logo,Log Logo,N,MRS_laisamis_log_logo
240,d2a77b0b988144489cdc2aec011178da,marsabit,MRS,Marsabit,laisamis,Laisamis,laisamis,Laisamis,N,MRS_laisamis_laisamis
241,3131738bc6a243c9a11ec79022fefe11,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,wabera,Wabera,N,ISL_isiolo_north_wabera
242,6a89f993568144668ea4529497cb8cbb,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,bulla_pesa,Bulla Pesa,N,ISL_isiolo_north_bulla_pesa
243,1fd2b882641f4aa2ba1750c5a2632fd1,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,chari,Chari,N,ISL_isiolo_north_chari
244,c6fbdbe4df4c4a1e8d5c007bd027f4d4,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,cherab,Cherab,N,ISL_isiolo_north_cherab
245,4f7d0ade61e0496691272994f31c57fe,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,ngare_mara,Ngare Mara,N,ISL_isiolo_north_ngare_mara
246,735adad9659546f29ceb8d80d9ef8520,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,burat,Burat,N,ISL_isiolo_north_burat
247,e0ed12ec68d74fdbafc9ed961ef40943,isiolo,ISL,Isiolo,isiolo_north,Isiolo North,oldonyiro,Oldonyiro,N,ISL_isiolo_north_oldonyiro
248,bf83ea1392fc46069248161bf8ec5258,isiolo,ISL,Isiolo,isiolo_south,Isiolo South,garbatulla,Garbatulla,N,ISL_isiolo_south_garbatulla
249,9ddbddd72f6148029c48ceb9896fcf5a,isiolo,ISL,Isiolo,isiolo_south,Isiolo South,kinna,Kinna,N,ISL_isiolo_south_kinna
250,00e09411ae76480aafd601450a43f44a,isiolo,ISL,Isiolo,isiolo_south,Isiolo South,sericho,Sericho,N,ISL_isiolo_south_sericho
251,180c8642801641ed82c1611b45dd88be,meru,MRU,Meru,igembe_south,Igembe South,maua,Maua,N,MRU_igembe_south_maua
252,51438967aeed432cb20f7c58b2a53c89,meru,MRU,Meru,igembe_south,Igembe South,kiegoi_antubochiu,Kiegoi/Antubochiu,N,MRU_igembe_south_kiegoi_antubochiu
253,62add1985e3943888b4c5bd5be4ed667,meru,MRU,Meru,igembe_south,Igembe South,athiru_gaiti,Athiru Gaiti,N,MRU_igembe_south_athiru_gaiti
254,90a7581ec49748dcb7d38f1fb821db88,meru,MRU,Meru,igembe_south,Igembe South,akachiu,Akachiu,N,MRU_igembe_south_akachiu
255,398b09264e5b4c1abfe955b8badba9a0,meru,MRU,Meru,igembe_south,Igembe South,kanuni,Kanuni,N,MRU_igembe_south_kanuni
256,be9501b63c734dcebfc7624426286825,meru,MRU,Meru,igembe_central,Igembe Central,akirangondu,AkirangOndu,N,MRU_igembe_central_akirangondu
257,e0ccb05bb96c4e0eb31151160e303827,meru,MRU,Meru,igembe_central,Igembe Central,athiru_ruujine,Athiru Ruujine,N,MRU_igembe_central_athiru_ruujine
258,f9a02d03ca5f4b709e406ff29fd31b8c,meru,MRU,Meru,igembe_central,Igembe Central,igembe_east,Igembe East,N,MRU_igembe_central_igembe_east
259,d842d0c759354da1ac0ff6cec4a6c39f,meru,MRU,Meru,igembe_central,Igembe Central,njia,Njia,N,MRU_igembe_central_njia
260,63d411899dab455caf4f49c67c6db5a3,meru,MRU,Meru,igembe_central,Igembe Central,kangeta,Kangeta,N,MRU_igembe_central_kangeta
261,b5ffb8c5586b49a2a90c936deae1a66a,meru,MRU,Meru,igembe_north,Igembe North,antuambui,Antuambui,N,MRU_igembe_north_antuambui
262,16f910cce189449c873abe1c1f935432,meru,MRU,Meru,igembe_north,Igembe North,ntunene,Ntunene,N,MRU_igembe_north_ntunene
263,f7b7e8947b5845319c8944db447c674d,meru,MRU,Meru,igembe_north,Igembe North,antubetwe_kiongo,Antubetwe Kiongo,N,MRU_igembe_north_antubetwe_kiongo
264,990adb9d12f8412db6c09b757507d87b,meru,MRU,Meru,igembe_north,Igembe North,naathu,Naathu,N,MRU_igembe_north_naathu
265,a4a53cd1df774459a866204f356d9efc,meru,MRU,Meru,igembe_north,Igembe North,amwathi,Amwathi,N,MRU_igembe_north_amwathi
266,bade44cc40b9428f89496ebbab3d46a4,meru,MRU,Meru,tigania_west,Tigania West,athwana,Athwana,N,MRU_tigania_west_athwana
267,6ce19c85cbcc4679bdef8427ee279d72,meru,MRU,Meru,tigania_west,Tigania West,akithii,Akithii,N,MRU_tigania_west_akithii
268,807a63626f254e1db662ccaf1ffbf08d,meru,MRU,Meru,tigania_west,Tigania West,kianjai,Kianjai,N,MRU_tigania_west_kianjai
269,6a63d2bbdb3b4e72b005ede986b92adc,meru,MRU,Meru,tigania_west,Tigania West,nkomo,Nkomo,N,MRU_tigania_west_nkomo
270,a16155c8629442c584287dc6738d9c6c,meru,MRU,Meru,tigania_west,Tigania West,mbeu,Mbeu,N,MRU_tigania_west_mbeu
271,65a3f36a4c984f1aaef2959aa3630053,meru,MRU,Meru,tigania_east,Tigania East,thangatha,Thangatha,N,MRU_tigania_east_thangatha
272,8682e0a2fe854be7a0fd29e8141fbccf,meru,MRU,Meru,tigania_east,Tigania East,mikinduri,Mikinduri,N,MRU_tigania_east_mikinduri
273,e35ccc3bd15f4a928b63936183b509d0,meru,MRU,Meru,tigania_east,Tigania East,kiguchwa,Kiguchwa,N,MRU_tigania_east_kiguchwa
274,ab1f03fd64de435ca60be219eab141a2,meru,MRU,Meru,tigania_east,Tigania East,muthara,Muthara,N,MRU_tigania_east_muthara
275,69d5ca073eb240c4a43c5dbd42d63092,meru,MRU,Meru,tigania_east,Tigania East,karama,Karama,N,MRU_tigania_east_karama
276,735aa3dfd02b43fda22fc7b5d726f403,meru,MRU,Meru,north_imenti,North Imenti,municipality,Municipality,N,MRU_north_imenti_municipality
277,b8e5a96d395d4452ae9b4191f52cc262,meru,MRU,Meru,north_imenti,North Imenti,ntima_east,Ntima East,N,MRU_north_imenti_ntima_east
278,7532c6671c624c84a14298222242b7f6,meru,MRU,Meru,north_imenti,North Imenti,ntima_west,Ntima West,N,MRU_north_imenti_ntima_west
279,512bad5671b243f7a0caae92197e5bcc,meru,MRU,Meru,north_imenti,North Imenti,nyaki_west,Nyaki West,N,MRU_north_imenti_nyaki_west
280,639c4de8183842a9916df0d0854fcacd,meru,MRU,Meru,north_imenti,North Imenti,nyaki_east,Nyaki East,N,MRU_north_imenti_nyaki_east
281,a103b61a897b457caa99c98268f68cb2,meru,MRU,Meru,buuri,Buuri,timau,Timau,N,MRU_buuri_timau
282,678747cde5ca4119b8231ebe6dc233fe,meru,MRU,Meru,buuri,Buuri,kisima,Kisima,N,MRU_buuri_kisima
283,1a3302a7b43148738e082479202e1485,meru,MRU,Meru,buuri,Buuri,kiirua_naari,Kiirua/Naari,N,MRU_buuri_kiirua_naari
284,90f5cb5bdf7a4f598292340fea8eb667,meru,MRU,Meru,buuri,Buuri,ruiri_rwarera,Ruiri/Rwarera,N,MRU_buuri_ruiri_rwarera
285,2f57d2c8c77b40c0a1eb5fb221cdb2f0,meru,MRU,Meru,buuri,Buuri,kibirichia,Kibirichia,N,MRU_buuri_kibirichia
286,ff6a36a674624c939707cff59d609ea3,meru,MRU,Meru,central_imenti,Central Imenti,mwanganthia,Mwanganthia,N,MRU_central_imenti_mwanganthia
287,2b218c4e9d7a436380628ba5a89c8dbb,meru,MRU,Meru,central_imenti,Central Imenti,abothuguchi_central,Abothuguchi Central,N,MRU_central_imenti_abothuguchi_central
288,6948849f4b76489dbfa99731ca03cd28,meru,MRU,Meru,central_imenti,Central Imenti,abothuguchi_west,Abothuguchi West,N,MRU_central_imenti_abothuguchi_west
289,64967077d0584a9da198f0266abbdd0f,meru,MRU,Meru,central_imenti,Central Imenti,kiagu,Kiagu,N,MRU_central_imenti_kiagu
290,6a51cdf0e634470d868b9de75b841195,meru,MRU,Meru,south_imenti,South Imenti,mitunguu,Mitunguu,N,MRU_south_imenti_mitunguu
291,43c40198214e4120a3356d579867773c,meru,MRU,Meru,south_imenti,South Imenti,igoji_east,Igoji East,N,MRU_south_imenti_igoji_east
292,034e1e9fcb2c4d94a8c11e7d69f96ae4,meru,MRU,Meru,south_imenti,South Imenti,igoji_west,Igoji West,N,MRU_south_imenti_igoji_west
293,b650bdd10b384df19f1fa48e2ecadfe7,meru,MRU,Meru,south_imenti,South Imenti,abogeta_east,Abogeta East,N,MRU_south_imenti_abogeta_east
294,e2d930e944e24c7eb1da5109112342f9,meru,MRU,Meru,south_imenti,South Imenti,abogeta_west,Abogeta West,N,MRU_south_imenti_abogeta_west
295,ce798ff4be674b12b67e54a6c5f557d1,meru,MRU,Meru,south_imenti,South Imenti,nkuene,Nkuene,N,MRU_south_imenti_nkuene
296,cbadb25e5fc7421a898eb968321078bd,tharaka_nithi,TNT,Tharaka-Nithi,maara,Maara,mitheru,Mitheru,N,TNT_maara_mitheru
297,18aaa79b62114d8a8c2cabf4bf011e19,tharaka_nithi,TNT,Tharaka-Nithi,maara,Maara,muthambi,Muthambi,N,TNT_maara_muthambi
298,3e7c80b72a7d495da546f1d6722a4bc6,tharaka_nithi,TNT,Tharaka-Nithi,maara,Maara,mwimbi,Mwimbi,N,TNT_maara_mwimbi
299,dfe3b770af0a4201822ef8519ea65ba4,tharaka_nithi,TNT,Tharaka-Nithi,maara,Maara,ganga,Ganga,N,TNT_maara_ganga
300,7e7e8eb446584054bbdccbcb768878f2,tharaka_nithi,TNT,Tharaka-Nithi,maara,Maara,chogoria,Chogoria,N,TNT_maara_chogoria
301,bc16885951fe4c53a8900fe6c22b7468,tharaka_nithi,TNT,Tharaka-Nithi,chuka/igambangom,Chuka/IgambangOm,mariani,Mariani,N,TNT_chuka/igambangom_mariani
302,79c5484ddd9f4d0598dd8d12b383cca3,tharaka_nithi,TNT,Tharaka-Nithi,chuka/igambangom,Chuka/IgambangOm,karingani,Karingani,N,TNT_chuka/igambangom_karingani
303,513f4dfe075b4f3d8241e1e25d17a228,tharaka_nithi,TNT,Tharaka-Nithi,chuka/igambangom,Chuka/IgambangOm,magumoni,Magumoni,N,TNT_chuka/igambangom_magumoni
832,2e132e322bb1471d83f1b0b6a3ac8398,nakuru,NKR,Nakuru,njoro,Njoro,kihingo,Kihingo,N,NKR_njoro_kihingo
304,0c76d200bb0340db8712118c5c6f927d,tharaka_nithi,TNT,Tharaka-Nithi,chuka/igambangom,Chuka/IgambangOm,mugwe,Mugwe,N,TNT_chuka/igambangom_mugwe
305,09b371218fee427cb4316ad191d14ab1,tharaka_nithi,TNT,Tharaka-Nithi,chuka/igambangom,Chuka/IgambangOm,igambangombe,IgambangOmbe,N,TNT_chuka/igambangom_igambangombe
306,c5b4531216bb48d9a89b65d7716c19aa,tharaka_nithi,TNT,Tharaka-Nithi,tharaka,Tharaka,gatunga,Gatunga,N,TNT_tharaka_gatunga
307,8dd1211730864caa8b097ba0e01c62a5,tharaka_nithi,TNT,Tharaka-Nithi,tharaka,Tharaka,mukothima,Mukothima,N,TNT_tharaka_mukothima
308,54d29fb5348441f9913fd575f5e0a7f7,tharaka_nithi,TNT,Tharaka-Nithi,tharaka,Tharaka,nkondi,Nkondi,N,TNT_tharaka_nkondi
309,e700596659eb4569820b35e42b765329,tharaka_nithi,TNT,Tharaka-Nithi,tharaka,Tharaka,chiakariga,Chiakariga,N,TNT_tharaka_chiakariga
310,2146945ea91545959af8119597de9855,tharaka_nithi,TNT,Tharaka-Nithi,tharaka,Tharaka,marimanti,Marimanti,N,TNT_tharaka_marimanti
311,e152b7c2c6584d03a1ddb5e5395b37d3,embu,EMB,Embu,manyatta,Manyatta,ruguru_ngandori,Ruguru/Ngandori,N,EMB_manyatta_ruguru_ngandori
312,200302180b2c4041a50173d89bc99475,embu,EMB,Embu,manyatta,Manyatta,kithimu,Kithimu,N,EMB_manyatta_kithimu
313,97cccc67d17b49e2af8a8f5988912f1a,embu,EMB,Embu,manyatta,Manyatta,nginda,Nginda,N,EMB_manyatta_nginda
314,fb40cc210de542c29334eb9d5659e56c,embu,EMB,Embu,manyatta,Manyatta,mbeti_north,Mbeti North,N,EMB_manyatta_mbeti_north
315,60f61954d0ba43de871981dfc6e463d0,embu,EMB,Embu,manyatta,Manyatta,kirimari,Kirimari,N,EMB_manyatta_kirimari
316,a1540ed1da5945148170b0d5e622d507,embu,EMB,Embu,manyatta,Manyatta,gaturi_south,Gaturi South,N,EMB_manyatta_gaturi_south
317,3b6c72ba29914912ae758c0f05f852d6,embu,EMB,Embu,runyenjes,Runyenjes,gaturi_north,Gaturi North,N,EMB_runyenjes_gaturi_north
318,70483e1f55af4b9d99da7ccca9cba719,embu,EMB,Embu,runyenjes,Runyenjes,kagaari_south,Kagaari South,N,EMB_runyenjes_kagaari_south
319,a25cd914c41c43bb8fba1bc369d359a5,embu,EMB,Embu,runyenjes,Runyenjes,central__ward,Central  Ward,N,EMB_runyenjes_central__ward
320,a521cd67564c45bf9db618c6912bb7fd,embu,EMB,Embu,runyenjes,Runyenjes,kagaari_north,Kagaari North,N,EMB_runyenjes_kagaari_north
321,5cfe18237fbc4943b52c09c109860f75,embu,EMB,Embu,runyenjes,Runyenjes,kyeni_north,Kyeni North,N,EMB_runyenjes_kyeni_north
322,9a3efeab65184082902ea3db41cd4a40,embu,EMB,Embu,runyenjes,Runyenjes,kyeni_south,Kyeni South,N,EMB_runyenjes_kyeni_south
323,f8c648ecd7eb491bb0614191581240ec,embu,EMB,Embu,mbeere_south,Mbeere South,mwea,Mwea,N,EMB_mbeere_south_mwea
324,e47ce1d9ea174f429bc9d29d629f7e1b,embu,EMB,Embu,mbeere_south,Mbeere South,makima,Makima,N,EMB_mbeere_south_makima
325,975ee6e5d43c4cabbdd15640f5de87b5,embu,EMB,Embu,mbeere_south,Mbeere South,mbeti_south,Mbeti South,N,EMB_mbeere_south_mbeti_south
326,b410dbdf8d5347628f5f77cfb36434d7,embu,EMB,Embu,mbeere_south,Mbeere South,mavuria,Mavuria,N,EMB_mbeere_south_mavuria
327,c6b8fb283fe442a7a4bbac6b396ac994,embu,EMB,Embu,mbeere_south,Mbeere South,kiambere,Kiambere,N,EMB_mbeere_south_kiambere
328,9ee741c2be4448c49a78c2e6cfa33291,embu,EMB,Embu,mbeere_north,Mbeere North,nthawa,Nthawa,N,EMB_mbeere_north_nthawa
329,0c491bbbec604f16953237e0695c9386,embu,EMB,Embu,mbeere_north,Mbeere North,muminji,Muminji,N,EMB_mbeere_north_muminji
330,c33c860afbb74bbd96c4eae7453141af,embu,EMB,Embu,mbeere_north,Mbeere North,evurore,Evurore,N,EMB_mbeere_north_evurore
331,1a2beea7e0574dd9a23f2d41bb799aa8,kitui,KTU,Kitui,mwingi_north,Mwingi North,ngomeni,Ngomeni,N,KTU_mwingi_north_ngomeni
332,8acc00006e9e4b0f9a925d30c2860ac4,kitui,KTU,Kitui,mwingi_north,Mwingi North,kyuso,Kyuso,N,KTU_mwingi_north_kyuso
333,5431809bace94d6f8f502ee40d39f8cb,kitui,KTU,Kitui,mwingi_north,Mwingi North,mumoni,Mumoni,N,KTU_mwingi_north_mumoni
334,1eb488c5b8b342fbb1c0c9771a577d7e,kitui,KTU,Kitui,mwingi_north,Mwingi North,tseikuru,Tseikuru,N,KTU_mwingi_north_tseikuru
335,b1ff7b2b25f046669fd059d5ba75a9bc,kitui,KTU,Kitui,mwingi_north,Mwingi North,tharaka,Tharaka,N,KTU_mwingi_north_tharaka
336,6730075401614f52aa53f47b9936d542,kitui,KTU,Kitui,mwingi_west,Mwingi West,kyome_thaana,Kyome/Thaana,N,KTU_mwingi_west_kyome_thaana
337,caad787974f64287a4ced88aec7bbeb7,kitui,KTU,Kitui,mwingi_west,Mwingi West,nguutani,Nguutani,N,KTU_mwingi_west_nguutani
338,0391b5738984476db17558fa13f8b182,kitui,KTU,Kitui,mwingi_west,Mwingi West,migwani,Migwani,N,KTU_mwingi_west_migwani
339,6f04b51b2d4649f4a8791d630baabf8a,kitui,KTU,Kitui,mwingi_west,Mwingi West,kiomo_kyethani,Kiomo/Kyethani,N,KTU_mwingi_west_kiomo_kyethani
340,749bdd79d2ec4fad8cfe7545abc35596,kitui,KTU,Kitui,mwingi_central,Mwingi Central,central,Central,N,KTU_mwingi_central_central
341,c33c3a8e1647413eadae4ca59c8c4e7d,kitui,KTU,Kitui,mwingi_central,Mwingi Central,kivou,Kivou,N,KTU_mwingi_central_kivou
342,6640f6cf19244a58a78321eae2a51213,kitui,KTU,Kitui,mwingi_central,Mwingi Central,nguni,Nguni,N,KTU_mwingi_central_nguni
343,e6773ddd8fbf45d99f2105654ce1a06d,kitui,KTU,Kitui,mwingi_central,Mwingi Central,nuu,Nuu,N,KTU_mwingi_central_nuu
344,1080b6f88a0240b29c7e00b080c3d9e5,kitui,KTU,Kitui,mwingi_central,Mwingi Central,mui,Mui,N,KTU_mwingi_central_mui
345,82fb3df8dbe04980a237f298fbdddd09,kitui,KTU,Kitui,mwingi_central,Mwingi Central,waita,Waita,N,KTU_mwingi_central_waita
346,78eb05470e88433cab684f0e607d7fdc,kitui,KTU,Kitui,kitui_west,Kitui West,mutonguni,Mutonguni,N,KTU_kitui_west_mutonguni
347,7374d1d62aad4dbe93f1d116fc78feea,kitui,KTU,Kitui,kitui_west,Kitui West,kauwi,Kauwi,N,KTU_kitui_west_kauwi
348,d5f81b6c85aa4288aa977597b571ffa9,kitui,KTU,Kitui,kitui_west,Kitui West,matinyani,Matinyani,N,KTU_kitui_west_matinyani
349,a2ae86ece75441f78552aa48d8600ab3,kitui,KTU,Kitui,kitui_west,Kitui West,kwa_mutonga_kithumula,Kwa Mutonga/Kithumula,N,KTU_kitui_west_kwa_mutonga_kithumula
350,bbf8dd62813d48d2a652a25fdf74621b,kitui,KTU,Kitui,kitui_rural,Kitui Rural,kisasi,Kisasi,N,KTU_kitui_rural_kisasi
351,007681f5b4934c07ba8edc29e8c01a6a,kitui,KTU,Kitui,kitui_rural,Kitui Rural,mbitini,Mbitini,N,KTU_kitui_rural_mbitini
352,ecc3c8c254544bcf9e05d6611b66e777,kitui,KTU,Kitui,kitui_rural,Kitui Rural,kwavonza_yatta,Kwavonza/Yatta,N,KTU_kitui_rural_kwavonza_yatta
353,fb35c4616d914ba4a643fd92550f178a,kitui,KTU,Kitui,kitui_rural,Kitui Rural,kanyangi,Kanyangi,N,KTU_kitui_rural_kanyangi
354,9f3a6465fc7d4aa4bce69e04aaad64e4,kitui,KTU,Kitui,kitui_central,Kitui Central,miambani,Miambani,N,KTU_kitui_central_miambani
355,c71bdd3fe7ba45d7aad1e723d1bdd4f5,kitui,KTU,Kitui,kitui_central,Kitui Central,township,Township,N,KTU_kitui_central_township
